2.00,1281.25,93.00,7.54,880.00,113.00,1083.75,104.00,1525.00,980.00,21.17,31.45,0.78,,
1.80,1207.25,84.00,7.50,878.50,103.00,1103.50,102.00,1489.50,872.25,21.42,30.20,0.76,,
1.90,1257.75,99.00,8.16,905.75,112.00,1081.25,107.00,1511.00,900.25,21.93,28.95,0.75,,
3.00,1457.75,150.00,11.87,1045.00,170.00,973.75,129.00,1646.00,1098.50,22.22,28.40,0.75,,
2.90,1437.75,156.00,12.03,1050.75,180.00,942.50,128.00,1667.50,1206.25,21.30,30.75,0.77,,
2.50,1477.75,122.00,12.16,1055.25,160.00,929.25,121.00,1670.75,1262.25,19.65,36.70,0.83,,
4.60,1807.50,262.00,20.57,1312.25,261.00,753.25,157.00,1992.75,1697.75,18.37,41.73,0.87,,
5.90,1898.00,341.00,23.14,1381.25,325.00,680.50,173.00,2102.75,1904.75,17.63,46.10,0.92,,
3.40,1559.50,214.00,14.72,1139.75,217.00,783.75,146.00,1817.50,1648.00,16.65,49.58,0.93,,
2.10,1324.25,100.00,9.00,939.50,146.00,923.50,121.00,1587.00,1422.75,16.25,50.95,0.93,,
2.20,1348.75,79.00,8.84,933.00,152.00,933.00,119.00,1616.50,1348.75,14.73,55.93,0.93,,
1.80,1238.75,66.00,7.36,872.25,104.00,985.00,99.00,1546.50,1250.25,14.83,54.68,0.92,,
1.80,1239.00,73.00,6.92,853.25,106.00,1010.25,93.00,1543.25,1173.75,14.05,57.00,0.91,,
1.80,1223.75,66.00,6.96,855.00,108.00,998.25,88.00,1565.75,1148.75,13.35,61.35,0.94,,
1.10,1078.25,44.00,4.43,734.00,-200.00,1128.25,-200.00,1486.75,1020.50,12.60,63.47,0.92,,
-200.00,1077.50,44.00,4.00,710.50,66.00,1150.00,71.00,1467.50,1012.75,12.35,65.35,0.94,,
1.00,1074.50,39.00,3.87,703.25,88.00,1155.75,74.00,1463.75,1010.00,11.90,67.45,0.94,,
1.40,1156.75,51.00,6.39,829.50,138.00,1029.50,80.00,1584.00,1083.00,11.38,70.52,0.95,,
2.20,1314.00,107.00,9.69,965.75,228.00,896.75,89.00,1710.25,1234.75,11.32,70.20,0.94,,
5.50,1796.75,336.00,25.87,1451.00,360.00,652.00,114.00,2323.00,1679.50,12.40,63.88,0.92,,
8.10,1961.25,618.00,36.69,1701.00,478.00,536.75,149.00,2665.25,2184.25,14.77,54.32,0.91,,
5.80,1770.50,438.00,26.64,1470.00,394.00,621.50,157.00,2261.50,1973.00,17.40,45.65,0.90,,
4.20,1563.50,334.00,20.11,1299.50,319.00,709.75,155.00,2029.00,1798.25,19.80,38.53,0.88,,
3.10,1430.00,221.00,14.10,1119.75,201.00,830.50,134.00,1783.25,1522.00,22.03,34.05,0.89,,
2.90,1417.25,207.00,14.93,1146.25,171.00,829.50,119.00,1830.50,1404.00,23.32,32.17,0.91,,
2.90,1400.25,191.00,15.44,1162.25,159.00,838.25,111.00,1828.50,1263.25,23.88,29.98,0.88,,
2.50,1317.25,185.00,12.09,1052.75,153.00,926.00,104.00,1706.75,1137.00,24.45,28.90,0.87,,
2.30,1317.75,141.00,11.52,1033.00,143.00,949.75,99.00,1675.00,1068.00,24.38,29.40,0.88,,
2.80,1445.25,214.00,14.76,1141.00,156.00,856.50,110.00,1823.50,1251.50,23.85,31.33,0.91,,
6.10,1917.00,471.00,32.15,1600.50,314.00,631.25,162.00,2447.00,1843.25,22.55,35.38,0.95,,
8.00,2039.75,685.00,39.20,1754.25,404.00,542.25,187.00,2679.00,2122.25,20.43,42.50,1.01,,
6.50,1894.75,538.00,30.96,1573.25,320.00,565.00,165.00,2442.75,1991.50,18.28,52.63,1.09,,
4.20,1594.50,319.00,19.90,1293.50,256.00,678.25,145.00,2057.50,1707.00,16.65,57.38,1.08,,
3.20,1438.50,224.00,15.32,1158.50,193.00,764.25,125.00,1856.25,1494.25,15.70,60.15,1.07,,
1.40,1141.50,67.00,6.90,852.25,89.00,1008.25,101.00,1547.25,1164.25,15.25,61.45,1.06,,
2.10,1303.67,155.00,11.14,1019.33,127.00,852.33,103.00,1731.33,1271.67,14.07,65.70,1.05,,
1.20,1074.25,49.00,5.41,783.50,79.00,1097.75,88.00,1483.00,1039.75,14.83,60.55,1.01,,
0.80,968.00,29.00,2.81,640.00,43.00,1319.50,61.00,1385.75,866.75,14.75,59.22,0.99,,
0.70,929.25,25.00,2.33,607.50,-200.00,1375.50,-200.00,1364.25,825.75,13.62,62.05,0.96,,
-200.00,941.00,25.00,2.59,625.50,59.00,1315.75,59.00,1373.25,839.75,12.32,66.15,0.95,,
0.60,937.00,17.00,2.01,584.75,38.00,1411.50,52.00,1348.00,792.50,12.75,63.23,0.93,,
0.90,1017.00,27.00,3.48,681.25,82.00,1245.75,64.00,1417.50,869.50,11.17,68.48,0.91,,
1.30,1171.25,50.00,5.13,770.00,99.00,1161.75,70.00,1466.75,930.00,10.98,66.50,0.87,,
3.40,1541.00,218.00,16.17,1185.00,263.00,770.00,97.00,1888.75,1406.50,11.67,63.65,0.87,,
3.70,1539.25,285.00,19.66,1287.00,229.00,697.50,95.00,2054.75,1507.00,13.63,56.30,0.87,,
5.30,1734.75,437.00,25.06,1430.50,396.00,628.25,150.00,2211.00,1843.25,17.82,42.88,0.87,,
4.10,1571.00,327.00,20.00,1296.50,314.00,730.00,162.00,1972.75,1729.00,21.45,33.32,0.84,,
3.30,1451.75,283.00,18.35,1249.50,217.00,775.50,154.00,1868.25,1583.25,24.38,27.35,0.82,,
4.00,1579.00,366.00,22.31,1359.25,252.00,724.00,161.00,1997.75,1670.75,25.25,26.08,0.83,,
3.80,1466.25,318.00,20.44,1308.75,263.00,772.50,161.00,1897.00,1491.25,25.83,23.15,0.76,,
2.80,1279.75,228.00,14.61,1136.25,180.00,892.75,128.00,1675.25,1239.75,27.00,20.20,0.71,,
2.90,1407.00,201.00,16.55,1196.50,184.00,905.25,129.00,1758.75,1313.00,28.25,18.57,0.70,,
2.90,1388.75,199.00,15.78,1173.00,190.00,898.25,133.00,1739.00,1363.25,27.97,19.10,0.71,,
3.40,1447.25,237.00,17.84,1234.75,184.00,858.75,139.00,1778.00,1295.75,23.90,25.70,0.75,,
3.90,1551.00,261.00,19.10,1271.00,181.00,800.25,137.00,1874.50,1432.25,21.35,34.77,0.87,,
3.20,1473.50,230.00,15.77,1172.50,166.00,854.25,143.00,1776.00,1431.75,20.43,36.68,0.87,,
5.10,1799.50,349.00,24.88,1426.00,317.00,700.00,177.00,2105.50,2033.50,19.03,41.35,0.90,,
2.60,1379.25,183.00,13.53,1101.25,184.00,817.50,138.00,1710.00,1601.75,17.93,45.90,0.93,,
1.70,1200.50,88.00,9.09,942.75,130.00,935.00,117.00,1559.75,1361.75,16.70,48.93,0.92,,
1.70,1204.75,85.00,8.63,924.75,132.00,922.00,107.00,1546.50,1314.25,15.52,52.93,0.93,,
1.20,1071.50,47.00,5.42,784.00,95.00,1065.50,90.00,1441.75,1113.75,15.48,51.88,0.91,,
0.90,997.75,34.00,4.05,713.50,70.00,1169.25,79.00,1383.25,991.50,14.13,55.58,0.89,,
0.70,933.25,26.00,2.58,625.00,-200.00,1291.50,-200.00,1331.50,883.75,13.05,57.90,0.87,,
-200.00,882.75,17.00,1.90,576.50,54.00,1396.00,60.00,1303.25,808.25,12.65,57.90,0.84,,
0.50,868.75,11.00,1.61,553.50,28.00,1459.50,40.00,1267.75,667.00,11.82,58.03,0.80,,
0.50,890.75,18.00,1.90,576.25,46.00,1416.50,53.00,1289.25,733.00,11.90,57.40,0.80,,
1.60,1172.75,84.00,7.49,877.75,160.00,1038.00,84.00,1556.25,1051.75,9.90,65.20,0.80,,
4.10,1587.25,260.00,21.36,1333.75,320.00,702.25,108.00,1998.75,1533.50,11.13,60.20,0.80,,
6.60,1851.50,534.00,36.45,1695.75,377.00,552.75,127.00,2535.25,1931.00,14.12,50.02,0.80,,
4.30,1521.50,368.00,21.27,1331.25,280.00,702.50,134.00,2025.75,1733.75,17.70,40.10,0.80,,
2.90,1438.25,200.00,15.39,1160.75,221.00,818.50,135.00,1781.50,1595.00,21.10,33.43,0.83,,
2.50,1393.25,145.00,12.50,1066.75,210.00,905.00,142.00,1654.25,1489.75,24.30,28.28,0.85,,
2.80,1452.00,188.00,15.11,1152.00,204.00,860.50,153.00,1747.00,1507.50,25.58,25.55,0.83,,
2.60,1389.25,152.00,13.74,1108.00,161.00,886.50,123.00,1711.50,1334.00,25.85,25.90,0.85,,
2.00,1207.00,103.00,10.43,993.75,135.00,1013.00,104.00,1519.50,1044.75,26.82,18.70,0.65,,
2.90,1365.25,193.00,15.16,1153.75,186.00,939.50,129.00,1678.50,1221.25,29.28,15.75,0.63,,
2.50,1247.00,134.00,12.31,1060.25,147.00,1032.00,114.00,1524.75,1068.50,28.50,14.90,0.57,,
5.00,1556.75,386.00,26.95,1477.75,299.00,793.00,158.00,1980.50,1568.50,25.85,15.95,0.52,,
7.60,1972.50,577.00,38.39,1737.25,411.00,616.75,194.00,2413.75,2305.50,23.13,26.50,0.74,,
6.70,1974.75,523.00,35.10,1666.50,347.00,596.75,182.00,2415.50,2358.50,20.52,38.25,0.91,,
5.70,1794.75,472.00,27.25,1485.00,336.00,652.50,180.00,2174.00,2050.00,19.05,42.60,0.93,,
2.80,1443.75,206.00,15.04,1150.00,202.00,769.50,136.00,1726.50,1726.50,17.15,44.13,0.86,,
2.60,1488.00,216.00,15.71,1170.75,178.00,731.00,127.00,1777.50,1705.00,16.03,50.92,0.92,,
2.30,1371.25,159.00,12.97,1082.75,154.00,795.75,116.00,1668.75,1550.50,14.80,53.92,0.90,,
1.40,1160.75,70.00,8.12,904.25,92.00,946.75,107.00,1502.00,1240.25,14.27,55.45,0.90,,
1.00,1064.25,44.00,5.48,787.00,61.00,1056.75,88.00,1407.00,1115.00,14.75,52.07,0.87,,
0.70,970.25,42.00,3.58,687.00,-200.00,1195.50,-200.00,1350.50,968.50,13.88,53.88,0.85,,
-200.00,954.00,28.00,2.88,644.75,60.00,1260.25,78.00,1334.00,924.75,11.60,61.92,0.84,,
0.60,930.50,20.00,2.55,622.75,37.00,1293.25,57.00,1306.50,827.75,12.00,58.85,0.82,,
0.70,938.00,26.00,2.97,650.25,68.00,1251.25,71.00,1332.50,893.00,10.95,62.07,0.81,,
1.50,1166.25,78.00,7.66,885.25,139.00,1005.25,85.00,1550.50,1075.00,10.58,63.25,0.81,,
4.70,1643.00,319.00,23.26,1384.25,339.00,667.00,124.00,2093.75,1610.25,11.48,60.03,0.81,,
6.60,1934.00,506.00,35.79,1681.50,421.00,540.50,151.00,2468.25,2050.50,14.28,50.58,0.82,,
4.50,1616.50,-200.00,21.31,1332.50,349.00,685.75,150.00,2010.00,1818.50,17.85,40.52,0.82,,
2.80,1472.75,-200.00,14.31,1126.50,224.00,830.50,152.00,1752.00,1567.75,20.80,34.45,0.84,,
2.20,1378.50,-200.00,12.52,1067.50,171.00,898.75,139.00,1662.50,1373.50,23.85,28.17,0.82,,
2.20,1385.25,-200.00,12.19,1056.25,149.00,891.00,133.00,1648.00,1267.50,24.15,28.68,0.85,,
2.30,1378.75,-200.00,13.09,1086.75,137.00,901.25,126.00,1660.25,1143.50,25.15,24.85,0.78,,
2.20,1321.67,-200.00,14.37,1128.67,149.00,933.67,128.00,1639.33,1109.33,27.03,17.83,0.63,,
2.80,1495.75,-200.00,16.84,1205.00,172.00,822.00,169.00,1766.50,1347.25,27.13,23.12,0.82,,
2.70,1408.75,-200.00,14.45,1131.25,166.00,873.00,149.00,1688.50,1205.75,25.80,23.93,0.78,,
3.70,1512.75,-200.00,21.52,1338.00,214.00,764.25,156.00,1956.50,1397.00,23.05,26.77,0.74,,
5.10,1667.00,-200.00,26.40,1464.25,280.00,683.25,168.00,2117.75,1588.25,20.72,31.13,0.75,,
5.10,1666.75,-200.00,25.96,1453.25,276.00,683.50,176.00,2051.00,1568.50,18.60,36.18,0.77,,
3.20,1430.25,-200.00,14.14,1121.25,178.00,814.00,135.00,1731.50,1321.50,16.05,48.43,0.88,,
2.10,1333.25,-200.00,10.31,989.00,129.00,885.25,121.00,1620.75,1194.00,14.45,57.78,0.95,,
1.70,1261.50,-200.00,8.28,910.50,95.00,948.25,99.00,1545.25,1061.50,13.05,64.18,0.96,,
2.00,1287.25,-200.00,8.92,936.25,126.00,918.00,106.00,1606.00,1040.00,11.97,69.70,0.97,,
1.60,1134.25,-200.00,6.62,840.00,103.00,1021.25,96.00,1501.25,917.00,11.95,71.10,0.99,,
0.90,998.75,-200.00,3.59,687.75,48.00,1228.50,63.00,1380.25,593.50,12.53,69.30,1.00,,
0.70,960.75,-200.00,2.53,621.50,-200.00,1381.50,-200.00,1300.75,430.25,12.53,67.50,0.98,,
-200.00,933.75,-200.00,1.79,568.50,20.00,1439.75,32.00,1280.25,397.00,12.32,67.65,0.97,,
0.50,912.75,-200.00,1.27,524.50,18.00,1619.75,28.00,1260.25,370.00,12.45,66.80,0.96,,
0.70,969.25,-200.00,2.31,606.75,56.00,1372.50,61.00,1323.75,438.00,12.35,66.30,0.95,,
1.50,1181.50,-200.00,6.73,845.00,115.00,1054.00,99.00,1539.00,704.25,12.42,64.90,0.93,,
4.80,1740.25,-200.00,22.80,1372.25,320.00,670.75,157.00,2144.25,1475.75,13.03,61.63,0.92,,
6.20,1819.25,-200.00,31.32,1581.50,357.00,574.50,166.00,2455.50,1715.50,13.60,58.83,0.91,,
4.00,1427.00,-200.00,19.24,1275.00,253.00,700.50,149.00,1980.25,1398.00,13.90,57.15,0.90,,
3.30,1389.50,-200.00,16.36,1190.75,218.00,758.75,135.00,1878.75,1267.50,14.47,54.40,0.89,,
2.80,1283.00,-200.00,14.02,1117.25,192.00,813.00,127.00,1751.00,1188.25,15.48,50.07,0.87,,
3.00,1303.50,-200.00,15.26,1156.75,176.00,793.00,122.00,1800.50,1170.50,16.12,47.57,0.87,,
3.30,1364.00,-200.00,16.73,1201.75,198.00,770.75,135.00,1875.00,1250.25,16.28,47.05,0.86,,
3.50,1409.75,-200.00,19.00,1268.25,212.00,724.25,139.00,1956.50,1344.00,16.40,47.50,0.88,,
4.00,1476.00,-200.00,19.41,1280.00,249.00,708.00,147.00,1954.50,1378.00,16.05,50.23,0.91,,
4.60,1522.00,-200.00,20.86,1320.25,270.00,689.75,158.00,2005.25,1435.25,16.00,50.65,0.91,,
4.10,1441.75,-200.00,20.16,1301.00,231.00,704.00,146.00,1952.25,1372.25,15.85,50.27,0.90,,
4.50,1469.00,-200.00,21.75,1344.25,251.00,677.25,144.00,1996.75,1471.00,15.48,50.63,0.88,,
3.90,1467.25,-200.00,19.84,1292.00,210.00,697.50,138.00,1942.00,1438.75,15.42,51.45,0.90,,
4.00,1420.50,-200.00,16.74,1202.25,249.00,747.50,143.00,1854.00,1428.50,15.20,53.12,0.91,,
2.20,1175.00,-200.00,9.15,945.00,143.00,903.75,116.00,1603.50,1080.50,14.70,57.57,0.96,,
2.10,1215.00,-200.00,8.30,911.50,127.00,947.75,109.00,1546.75,993.00,14.17,58.32,0.94,,
1.70,1126.75,-200.00,5.79,802.00,104.00,1064.00,92.00,1446.50,837.00,13.78,57.95,0.91,,
1.60,1090.25,-200.00,5.19,773.00,86.00,1105.25,83.00,1428.50,761.00,13.90,55.95,0.88,,
1.30,1017.00,-200.00,4.12,717.50,74.00,1181.75,81.00,1382.25,650.25,13.87,55.55,0.88,,
1.30,997.25,-200.00,3.41,677.00,-200.00,1252.25,-200.00,1358.50,590.75,13.82,55.10,0.87,,
-200.00,944.75,-200.00,2.91,646.25,44.00,1308.00,55.00,1331.50,505.00,13.80,54.60,0.86,,
0.80,955.75,-200.00,3.15,661.25,42.00,1259.75,53.00,1350.50,518.00,13.63,55.13,0.86,,
0.80,966.25,-200.00,2.53,621.50,63.00,1316.75,67.00,1342.25,570.75,13.57,58.98,0.91,,
1.10,1064.00,-200.00,4.31,727.50,115.00,1160.50,91.00,1461.25,842.00,13.45,58.35,0.90,,
2.10,1299.75,-200.00,8.88,934.75,170.00,902.25,113.00,1623.00,1144.75,13.75,58.03,0.91,,
2.40,1348.00,-200.00,10.54,997.75,147.00,833.75,102.00,1689.00,1218.25,14.60,53.05,0.88,,
2.60,1424.50,-200.00,12.52,1067.50,166.00,776.25,107.00,1764.00,1341.00,15.03,52.32,0.89,,
2.80,1473.75,-200.00,12.33,1061.00,195.00,767.50,113.00,1768.25,1405.50,15.40,52.05,0.90,,
2.60,1489.75,-200.00,11.69,1038.75,182.00,782.25,108.00,1756.75,1421.50,16.25,49.95,0.92,,
2.60,1494.75,-200.00,11.72,1040.00,168.00,808.75,105.00,1735.00,1373.00,17.15,47.85,0.93,,
2.10,1375.50,-200.00,9.34,952.50,125.00,899.50,93.00,1636.25,1153.25,19.05,42.95,0.94,,
1.70,1304.75,-200.00,7.64,884.00,95.00,980.00,87.00,1573.25,927.25,19.50,42.25,0.95,,
1.60,1282.50,-200.00,6.71,844.25,79.00,1035.50,76.00,1538.75,766.25,19.50,42.32,0.95,,
2.10,1392.25,-200.00,9.72,967.25,119.00,929.75,94.00,1648.75,941.25,19.05,43.80,0.96,,
2.30,1452.25,-200.00,12.39,1063.00,142.00,855.50,110.00,1774.25,1146.00,18.47,46.27,0.97,,
